ticker,roachange
ARAI,Significant Increase
ARAM,Significant Decrease
ARAV,Significant Decrease
ARAY,Slight Increase
ARB,Moderate Decrease
ARBA,Slight Increase
ARBH,Moderate Decrease
ARBR,Slight Increase
ARBX,Significant Decrease
ARC,Slight Decrease
ARCB,Significant Decrease
ARCC,Moderate Increase
ARCCA,Significant Increase
ARCE,Moderate Increase
ARCH,Moderate Decrease
ARCI,Significant Decrease
ARCL,Slight Increase
ARCT,Significant Increase
ARCW,Moderate Increase
ARD,Moderate Decrease
ARDI,Stable
ARDM,Significant Decrease
ARDN,Moderate Decrease
ARDNA,Moderate Increase
ARDS,Significant Increase
ARDT,Significant Decrease
ARDX,Significant Increase
ARE,Slight Decrease
AREA,Slight Decrease
AREB,Significant Increase
AREC,Significant Increase
AREE,Significant Decrease
AREM,Moderate Decrease
AREN,Moderate Increase
ARES,Stable
ARET,Moderate Decrease
AREX,Moderate Decrease
ARF,Significant Increase
ARFX,Moderate Decrease
ARG,Moderate Decrease
ARGI,Moderate Increase
ARGN,Moderate Increase
ARGNA,Significant Decrease
ARGO,Moderate Increase
ARGS,Significant Decrease
ARGT,Slight Decrease
ARGX,Moderate Increase
ARGY,Significant Decrease
ARH,Stable
ARHO,Slight Decrease
ARHS,Slight Increase
ARI,Moderate Increase
ARIA,Moderate Increase
ARIB,Stable
ARID,Significant Increase
ARIG,Slight Decrease
ARII,Moderate Increase
ARINA,Moderate Increase
ARIS,Stable
ARIT,Moderate Decrease
ARIX,Significant Increase
ARJ,Slight Decrease
ARK,Moderate Increase
ARKO,Slight Decrease
ARKR,Slight Decrease
ARKS,Moderate Increase
ARL,Stable
ARLO,Slight Decrease
ARM,Stable
ARMC,Moderate Increase
ARMK,Stable
ARMP,Slight Decrease
ARMR,Significant Decrease
ARN,Moderate Decrease
ARNA,Significant Decrease
ARNC,Slight Decrease
ARNX,Significant Decrease
ARO,Significant Increase
AROC,Moderate Increase
ARON,Significant Decrease
ARONA,Moderate Decrease
AROS,Moderate Increase
AROW,Significant Increase
ARP,Moderate Decrease
ARPJ,Moderate Increase
ARPO,Significant Decrease
ARQL,Moderate Decrease
ARQT,Significant Increase
ARRO,Moderate Increase
ARRS,Moderate Decrease
ARRW,Significant Increase
ARRY,Significant Increase
ARS,Moderate Increase
ARSC,Significant Decrease
ARSD,Significant Decrease
ARSN,Moderate Decrease
ARST,Slight Decrease
ARSW,Moderate Decrease
ART,Significant Decrease
ARTB,Moderate Increase
ARTC,Slight Decrease
ARTD,Moderate Increase
ARTE,Significant Decrease
ARTG,Slight Decrease
ARTI,Moderate Increase
ARTK,Significant Increase
ARTL,Significant Increase
ARTNA,Slight Decrease
ARTS,Significant Decrease
ARTT,Stable
ARTW,Significant Increase
ARTX,Moderate Decrease
ARUN,Significant Increase
ARV,Slight Decrease
ARVI,Slight Decrease
ARVN,Moderate Decrease
ARVX,Moderate Decrease
ARW,Slight Decrease
ARWM,Moderate Increase
ARWR,Slight Decrease
ARWS,Significant Increase
ARX,Slight Increase
ARXT,Significant Decrease
ARXX,Stable
ARY,Moderate Decrease
ARYX,Significant Decrease
AS,Stable
ASAI,Moderate Increase
ASAM,Slight Decrease
ASAN,Significant Increase
ASB,Stable
ASBB,Stable
ASBC,Stable
ASBI,Stable
ASBK,Stable
ASC,Stable
ASCA,Slight Decrease
ASCI,Significant Decrease
ASCL,Slight Increase
ASCMA,Moderate Increase
ASCR,Moderate Increase
ASCX,Significant Decrease
ASCY,Stable
ASD,Slight Decrease
ASDI,Moderate Decrease
ASDR,Significant Decrease
ASDV,Moderate Decrease
ASE,Significant Increase
ASEC,Moderate Decrease
ASEI,Slight Decrease
ASF,Slight Increase
ASFC,Slight Decrease
ASFD,Significant Decrease
ASFI,Slight Decrease
ASFL,Stable
ASFN,Slight Decrease
ASGN,Slight Decrease
ASGR,Slight Decrease
ASH,Slight Decrease
ASHA,Significant Decrease
ASHE,Moderate Decrease
ASHW,Moderate Decrease
ASI,Significant Decrease
ASIA,Stable
ASIC,Significant Increase
ASII,Significant Decrease
ASIL,Moderate Decrease
ASIS,Moderate Increase
ASIX,Moderate Decrease
ASK,Significant Decrease
ASKG,Significant Increase
ASKI,Significant Decrease
ASKJ,Moderate Decrease
ASKQ,Significant Increase
ASLA,Stable
ASLE,Significant Decrease
ASM,Moderate Increase
ASMB,Significant Decrease
ASN,Moderate Increase
ASNA,Significant Decrease
ASND,Moderate Decrease
ASNS,Moderate Decrease
ASNT,Significant Decrease
ASO,Moderate Decrease
ASON,Significant Increase
ASP,Moderate Increase
ASPC,Moderate Decrease
ASPM,Stable
ASPN,Significant Increase
ASPT,Moderate Decrease
ASPU,Moderate Increase
ASPV,Significant Decrease
ASPX,Moderate Increase
ASQ,Significant Decrease
ASRT,Slight Decrease
ASRV,Slight Decrease
AST,Slight Decrease
ASTA,Significant Decrease
ASTC,Moderate Decrease
ASTE,Moderate Increase
ASTF,Significant Increase
ASTI,Significant Increase
ASTM,Slight Decrease
ASTR,Moderate Decrease
ASTS,Significant Decrease
ASTX,Moderate Decrease
ASU,Slight Decrease
ASUR,Moderate Increase
ASV,Slight Decrease
ASVD,Significant Decrease
ASVI,Significant Decrease
ASW,Significant Decrease
ASX,Stable
ASXC,Significant Decrease
ASY,Slight Decrease
ASYS,Moderate Decrease
ASYT,Significant Decrease
ASZ,Moderate Increase
AT,Moderate Increase
ATA,Significant Decrease
ATAC,Significant Decrease
ATAH,Moderate Decrease
ATAR,Slight Increase
ATBC,Slight Decrease
ATBL,Significant Decrease
ATC,Moderate Increase
ATCC,Moderate Decrease
ATCE,Significant Decrease
ATCI,Significant Decrease
ATCM,Significant Decrease
ATCO,Significant Increase
ATCR,Significant Increase
ATCS,Moderate Decrease
ATCT,Significant Decrease
ATCX,Slight Increase
ATD,Moderate Increase
ATE,Stable
ATEA,Moderate Increase
ATEC,Slight Decrease
ATEE,Slight Decrease
ATEL,Slight Decrease
ATEN,Slight Decrease
ATER,Significant Decrease
ATEX,Slight Decrease
ATFC,Moderate Increase
ATG,Slight Decrease
ATGC,Significant Decrease
ATGE,Slight Increase
ATGI,Moderate Increase
ATGN,Slight Decrease
ATH,Slight Increase
ATHA,Significant Decrease
ATHL,Stable
ATHM,Significant Decrease
ATHN,Significant Decrease
ATHR,Stable
ATHX,Moderate Increase
ATHY,Significant Increase
ATI,Moderate Increase
ATIM,Slight Decrease
ATIP,Moderate Increase
ATIS,Moderate Increase
ATK,Slight Decrease
ATKM,Slight Increase
ATKN,Significant Decrease
ATKR,Significant Decrease
ATKZ,Slight Decrease
ATL,Significant Decrease
ATLB,Slight Decrease
ATLC,Moderate Decrease
ATLG,Moderate Decrease
ATLI,Moderate Increase
ATLO,Slight Decrease
ATLPA,Stable
ATLS,Slight Decrease
ATM,Moderate Decrease
ATMD,Moderate Decrease
ATMI,Slight Decrease
ATML,Slight Decrease
ATMS,Slight Decrease
ATN,Moderate Increase
ATNF,Significant Decrease
ATNG,Slight Decrease
ATNI,Stable
ATNM,Significant Decrease
ATNN,Slight Decrease
ATNW,Significant Decrease
ATNX,Slight Increase
ATNY,Slight Decrease
ATO,Stable
ATOC,Moderate Increase
ATOG,Moderate Increase
ATOM,Significant Decrease
ATOS,Moderate Decrease
ATOY,Significant Decrease
ATP,Moderate Increase
ATPC,Significant Increase
ATPG,Moderate Increase
ATPH,Moderate Decrease
ATPI,Significant Increase
ATPL,Moderate Decrease
ATPX,Moderate Increase
ATR,Slight Increase
ATRA,Significant Decrease
ATRC,Significant Increase
ATRE,Significant Decrease
ATRI,Moderate Decrease
ATRK,Moderate Decrease
ATRKA,Moderate Decrease
ATRM,Moderate Decrease
ATRN,Significant Increase
ATRO,Moderate Increase
ATRS,Moderate Decrease
ATRX,Significant Increase
ATSB,Slight Decrease
ATSC,Slight Decrease
ATSG,Slight Decrease
ATSI,Moderate Decrease
ATSM,Significant Increase
ATSN,Slight Decrease
ATST,Significant Decrease
ATSW,Moderate Increase
ATTC,Significant Increase
ATTL,Moderate Increase
ATTY,Significant Increase
ATU,Slight Decrease
ATUS,Slight Decrease
ATVC,Slight Decrease
ATVI,Slight Decrease
ATW,Moderate Decrease
ATWD,Moderate Decrease
ATX,Slight Decrease
ATXG,Moderate Decrease
ATXI,Significant Decrease
ATXS,Moderate Increase
AU,Significant Increase
AUB,Slight Decrease
AUBN,Stable
AUCM,Moderate Decrease
AUD,Moderate Decrease
AUDK,Moderate Decrease
AUDYB,Significant Increase
AUFN,Slight Decrease
AUG,Slight Decrease
AUGT,Moderate Increase
AUGX,Stable
AUID,Significant Decrease
AULT,Moderate Decrease
AUMA,Slight Decrease
AUMN,Significant Decrease
AUMO,Moderate Decrease
AUND,Moderate Increase
AUNL,Moderate Decrease
AUR,Significant Decrease
AURA,Stable
AURE,Stable
AUSA,Moderate Increase
AUST,Moderate Increase
AUTH,Significant Increase
AUTO,Significant Decrease
AUTR,Significant Increase
AUUD,Significant Decrease
AUVI,Moderate Increase
AUXL,Significant Decrease
AUXT,Moderate Increase
AV,Slight Increase
AVA,Stable
AVAH,Slight Increase
AVAK,Significant Increase
AVAN,Moderate Increase
AVAV,Significant Increase
AVC,Slight Increase
AVCA,Moderate Decrease
AVCI,Significant Increase
AVCO,Significant Increase
AVCR,Moderate Increase
AVCS,Stable
AVCT,Significant Decrease
AVD,Moderate Decrease
AVDL,Slight Decrease
AVDO,Slight Decrease
AVDX,Moderate Increase
AVE,Moderate Increase
AVEA,Significant Increase
AVEC,Slight Decrease
AVEI,Significant Increase
AVEO,Significant Increase
AVF,Significant Increase
AVGA,Slight Increase
AVGE,Significant Decrease
AVGN,Significant Increase
AVGO,Moderate Increase
AVGP,Moderate Increase
AVGR,Significant Decrease
AVHI,Slight Decrease
AVI,Slight Increase
AVID,Significant Decrease
AVII,Moderate Decrease
AVIR,Significant Decrease
AVIT,Significant Decrease
AVL,Slight Decrease
AVLR,Slight Decrease
AVM,Significant Decrease
AVMC,Significant Increase
AVMS,Significant Increase
AVN,Moderate Increase
AVNC,Significant Decrease
AVND,Moderate Increase
AVNR,Significant Increase
AVNS,Stable
AVNT,Slight Decrease
AVNU,Stable
AVNW,Stable
AVNX,Moderate Decrease
AVO,Stable
AVP,Slight Increase
AVPT,Moderate Increase
AVR,Significant Decrease
AVRO,Significant Decrease
AVRT,Stable
AVRX,Significant Decrease
AVRY,Slight Decrease
AVS,Stable
AVSR,Significant Increase
AVSS,Moderate Increase
AVT,Slight Decrease
AVTC,Significant Decrease
AVTE,Significant Decrease
AVTI,Significant Decrease
AVTM,Significant Decrease
AVTR,Slight Decrease
AVTX,Moderate Decrease
AVX,Moderate Decrease
AVXL,Moderate Decrease
AVXS,Significant Decrease
AVXT,Moderate Decrease
AVY,Slight Decrease
AVYA,Moderate Decrease
AVZA,Moderate Decrease
AW,Stable
AWAY,Slight Decrease
AWBC,Slight Increase
AWC,Moderate Increase
AWCI,Moderate Decrease
AWCSA,Significant Decrease
AWD,Significant Increase
AWE,Slight Decrease
AWEB,Significant Decrease
AWGI,Slight Decrease
AWH,Significant Decrease
AWI,Moderate Increase
AWII,Significant Decrease
AWIN,Moderate Increase
AWK,Stable
AWLD,Significant Decrease
AWND,Stable
AWR,Moderate Increase
AWRD,Slight Decrease
AWRE,Slight Increase
AWS,Moderate Increase
AWST,Moderate Decrease
AWT,Slight Decrease
AWWC,Slight Increase
AWX,Slight Decrease
AX,Stable
AXAS,Significant Decrease
AXC,Slight Decrease
AXCO,Slight Decrease
AXDX,Moderate Decrease
AXE,Stable
AXF,Slight Decrease
AXGN,Moderate Increase
AXHM,Moderate Decrease
AXIM,Significant Decrease
AXK,Significant Decrease
AXL,Slight Decrease
AXLA,Significant Decrease
AXLE,Significant Decrease
AXLL,Slight Decrease
AXLN,Significant Decrease
AXN,Significant Decrease
AXNT,Slight Decrease
AXNX,Moderate Increase
AXO,Significant Decrease
AXON,Slight Increase
AXP,Slight Decrease
AXPH,Moderate Increase
AXR,Significant Decrease
AXSI,Significant Decrease
AXSM,Significant Increase
AXTI,Significant Decrease
AXXN,Moderate Decrease
AXXX,Significant Increase
AXYS,Moderate Increase
AXYX,Moderate Increase
AYA,Slight Decrease
AYD,Moderate Decrease
AYE,Slight Decrease
AYI,Stable
AYL,Moderate Decrease
AYP,Stable
AYRO,Significant Decrease
AYTU,Moderate Increase
AYX,Moderate Increase
AZA,Stable
AZB,Slight Decrease
AZBW,Slight Decrease
AZCO,Moderate Decrease
AZE,Moderate Increase
AZEK,Stable
AZIC,Slight Increase
AZIN,Significant Increase
AZK,Significant Decrease
AZL,Stable
AZNC,Significant Increase
AZO,Stable
AZP,Slight Decrease
AZPN,Slight Decrease
AZR,Slight Increase
AZRX,Significant Decrease
AZTA,Slight Decrease
AZTC,Moderate Increase
AZTR,Significant Decrease
AZTX,Moderate Increase
AZUR,Significant Decrease
AZX,Slight Decrease
AZYO,Moderate Decrease
AZZ,Slight Decrease
B,Slight Increase
BA,Moderate Increase
BABY,Stable
BAC,Stable
BACH,Significant Increase
BACK,Significant Decrease
BACM,Moderate Decrease
BACN,Significant Decrease
BACO,Moderate Increase
BACU,Moderate Decrease
BAF,Slight Decrease
BAGL,Stable
BAGR,Moderate Decrease
BAGS,Significant Decrease
BAH,Stable
BAI,Stable
BAIB,Significant Decrease
BAIR,Significant Decrease
BAK,Significant Increase
BAKE,Slight Decrease
BAL,Stable
BALB,Significant Increase
BALL,Slight Decrease
BALY,Slight Decrease
BAM,Slight Decrease
BAMI,Moderate Increase
BAMM,Slight Increase
BAMR,Stable
BANC,Slight Decrease
BAND,Slight Decrease
BANF,Stable
BANR,Stable
BAR,Significant Decrease
BARB,Moderate Increase
BARC,Moderate Decrease
BARD,Significant Decrease
BARE,Significant Decrease
BARI,Stable
BARK,Moderate Increase
BARM,Moderate Increase
BARR,Moderate Increase
BART,Significant Increase
BARZ,Stable
BAS,Slight Decrease
BASE,Moderate Decrease
BASEA,Significant Increase
BASI,Slight Decrease
BAT,Significant Decrease
BATL,Significant Decrease
BATM,Slight Decrease
BATRA,Moderate Decrease
BATS,Moderate Decrease
BAU,Slight Decrease
BAUK,Moderate Increase
BAV,Moderate Increase
BAW,Stable
BAX,Slight Decrease
BAXS,Moderate Increase
BAY,Stable
BAYB,Slight Decrease
BAYC,Significant Increase
BAYL,Slight Decrease
BAYM,Moderate Increase
BAYN,Slight Decrease
BAYS,Moderate Increase
BAZR,Moderate Decrease
BB,Significant Decrease
BBA,Moderate Decrease
BBAI,Significant Increase
BBAR,Significant Decrease
BBB,Stable
BBBB,Moderate Decrease
BBBQ,Significant Increase
BBBY,Significant Decrease
BBC,Significant Decrease
BBCM,Stable
BBCN,Slight Decrease
BBCP,Stable
BBDO,Slight Decrease
BBEC,Moderate Increase
BBEE,Slight Decrease
BBF,Slight Decrease
BBG,Moderate Increase
BBGI,Stable
BBGS,Significant Decrease
BBHF,Slight Decrease
BBI,Significant Decrease
BBIG,Significant Increase
BBIO,Significant Decrease
BBK,Slight Decrease
BBKS,Moderate Increase
BBL,Slight Increase
BBLD,Slight Increase
BBLG,Significant Decrease
BBLU,Moderate Increase
BBN,Moderate Decrease
BBND,Moderate Decrease
BBNK,Stable
BBO,Significant Decrease
BBOX,Moderate Decrease
BBPI,Moderate Increase
BBQ,Moderate Increase
BBR,Slight Decrease
BBRC,Moderate Increase
BBRG,Moderate Increase
BBSI,Slight Increase
BBSW,Significant Increase
BBT,Stable
BBTF,Slight Decrease
BBUC,Slight Decrease
BBUY,Significant Decrease
BBW,Moderate Increase
BBWI,Moderate Decrease
BBX,Moderate Decrease
BBY,Slight Decrease
BC,Slight Decrease
BCAB,Significant Decrease
BCAN,Significant Increase
BCAR,Slight Decrease
BCBF,Stable
BCBP,Slight Decrease
BCC,Significant Decrease
BCCO,Significant Increase
BCDA,Significant Decrease
BCEI,Significant Increase
BCEL,Slight Decrease
BCF,Moderate Decrease
BCGI,Significant Decrease
BCHK,Significant Increase
BCHP,Moderate Decrease
BCI,Moderate Increase
BCII,Significant Increase
BCIS,Significant Decrease
BCL,Moderate Increase
BCLI,Significant Decrease
BCML,Stable
BCMP,Moderate Increase
BCO,Slight Increase
BCOM,Slight Increase
BCON,Significant Increase
BCOR,Moderate Decrease
BCOV,Moderate Decrease
BCOW,Slight Decrease
BCP,Significant Increase
BCPC,Slight Decrease
BCR,Slight Increase
BCRK,Moderate Increase
BCRX,Significant Increase
BCS,Moderate Decrease
BCSB,Stable
BCSI,Moderate Decrease
BCTF,Stable
BCTI,Moderate Decrease
BCX,Slight Decrease
BD,Moderate Increase
BDA,Significant Decrease
BDAL,Slight Decrease
BDAY,Significant Decrease
BDBD,Slight Decrease
BDC,Slight Increase
BDE,Stable
BDEP,Slight Decrease
BDET,Slight Decrease
BDEV,Significant Decrease
BDF,Stable
BDG,Moderate Increase
BDGE,Stable
BDI,Moderate Decrease
BDJI,Stable
BDK,Moderate Decrease
BDL,Stable
BDLS,Slight Decrease
BDM,Slight Decrease
BDMI,Slight Decrease
BDMS,Slight Decrease
BDN,Significant Decrease
BDNI,Moderate Decrease
BDOG,Moderate Decrease
BDR,Significant Increase
BDRM,Significant Decrease
BDS,Moderate Decrease
BDSI,Moderate Decrease
BDSX,Slight Increase
BDSY,Slight Increase
BDT,Moderate Decrease
BDTC,Slight Decrease
BDTX,Significant Decrease
BDW,Moderate Increase
BDX,Stable
BDY,Moderate Decrease
BE,Moderate Increase
BEAM,Moderate Decrease
BEAN,Significant Decrease
BEAR,Slight Decrease
BEAS,Slight Increase
BEAT,Significant Decrease
BEAV,Slight Decrease
BEBA,Significant Increase
BEBE,Moderate Decrease
BEC,Slight Decrease
BECN,Moderate Increase
BECO,Significant Increase
BECR,Significant Decrease
BEDF,Significant Increase
BEDS,Significant Decrease
BEEF,Slight Decrease
BEEM,Moderate Decrease
BEEP,Significant Increase
BEI,Stable
BEIH,Moderate Increase
BEII,Significant Decrease
BEIQ,Slight Increase
BEKN,Moderate Decrease
BEL,Moderate Increase
BELD,Moderate Increase
BELF,Moderate Increase
BELFA,Moderate Increase
BELL,Slight Decrease
BELM,Moderate Increase
BELP,Moderate Increase
BELT,Significant Increase
BELW,Moderate Increase
BEMC,Moderate Increase
BEN,Slight Decrease
BENF,Significant Increase
BENT,Significant Increase
BEOS,Slight Decrease
BER,Slight Decrease
BERK,Slight Decrease
BERS,Moderate Decrease
BERT,Slight Decrease
BERW,Slight Increase
BERY,Moderate Increase
BESI,Slight Increase
BEST,Significant Decrease
BET,Significant Decrease
BETA,Significant Increase
BETM,Significant Decrease
BETR,Moderate Decrease
BETT,Moderate Increase
BETZ,Stable
BEV,Moderate Increase
BEVB,Slight Decrease
BEVM,Moderate Increase
BEVT,Significant Decrease
BEX,Moderate Increase
BEXP,Moderate Increase
BEYE,Significant Increase
BEZ,Slight Increase
BF,Moderate Decrease
BFAM,Stable
BFBC,Stable
BFC,Slight Decrease
BFCI,Significant Increase
BFCX,Slight Decrease
BFD,Stable
BFED,Slight Decrease
BFFC,Stable
BFG,Moderate Decrease
BFH,Stable
BFI,Stable
BFIN,Stable
BFIT,Slight Decrease
BFL,Stable
BFLD,Moderate Decrease
BFLY,Slight Increase
BFNB,Moderate Decrease
BFO,Moderate Increase
BFPT,Slight Decrease
BFRE,Slight Decrease
BFRI,Slight Increase
BFRM,Significant Increase
BFRS,Significant Decrease
BFSB,Moderate Increase
BFSC,Moderate Decrease
BFSI,Stable
BFST,Stable
BFT,Significant Increase
BFTV,Significant Increase
BFUN,Significant Decrease
BFX,Significant Increase
BFXC,Moderate Decrease
BG,Moderate Increase
BGAL,Significant Decrease
BGAS,Moderate Increase
BGC,Moderate Increase
BGCP,Stable
BGE,Slight Decrease
BGEN,Stable
BGF,Moderate Decrease
BGFV,Moderate Decrease
BGG,Moderate Decrease
BGH,Slight Decrease
BGI,Significant Increase
BGII,Moderate Decrease
BGL,Significant Decrease
BGLS,Moderate Increase
BGLV,Slight Decrease
BGLY,Moderate Decrease
BGMD,Significant Decrease
BGMR,Moderate Increase
BGN,Moderate Increase
BGP,Significant Decrease
BGPH,Moderate Increase
BGRH,Moderate Decrease
BGRY,Moderate Decrease
BGS,Slight Increase
BGSF,Slight Decrease
BGSS,Moderate Increase
BGST,Significant Increase
BGT,Slight Decrease
BGXX,Significant Increase
BH,Stable
BHAC,Moderate Decrease
BHAG,Moderate Increase
BHB,Stable
BHBC,Slight Decrease
BHBK,Stable
BHC,Slight Decrease
BHCF,Stable
BHCO,Slight Decrease
BHE,Stable
BHF,Slight Decrease
BHFC,Moderate Increase
BHG,Significant Increase
BHGE,Stable
BHHI,Moderate Decrease
BHI,Moderate Increase
BHIL,Moderate Increase
BHIP,Moderate Decrease
BHIV,Significant Increase
BHIX,Significant Decrease
BHK,Slight Decrease
BHL,Stable
BHLB,Stable
BHP,Slight Decrease
BHPL,Moderate Increase
BHQU,Slight Decrease
BHTG,Moderate Increase
BHWK,Slight Decrease
BHY,Moderate Increase
BI,Moderate Increase
BIAC,Moderate Decrease
BIAF,Significant Increase
BIBB,Moderate Decrease
BIC,Slight Decrease
BID,Slight Increase
BIDZ,Significant Decrease
BIFL,Significant Increase
BIG,Moderate Decrease
BIGB,Moderate Decrease
BIGC,Moderate Increase
BIGD,Slight Increase
BIGO,Slight Decrease
BIGT,Significant Decrease
BIGX,Slight Decrease
BII,Slight Decrease
BIIB,Slight Decrease
BIK,Moderate Decrease
BIKE,Moderate Decrease
BILL,Slight Increase
BILO,Significant Increase
BILT,Moderate Decrease
BIM,Significant Increase
BIMD,Moderate Decrease
BIMI,Significant Increase
BIN,Moderate Increase
BIND,Significant Increase
BINI,Moderate Increase
BINL,Significant Decrease
BINX,Significant Increase
BIO,Stable
BIOA,Moderate Decrease
BIOC,Moderate Increase
BIOD,Slight Decrease
BIOF,Significant Increase
BIOG,Moderate Increase
BIOI,Moderate Increase
BIOL,Moderate Decrease
BION,Moderate Decrease
BIOP,Significant Decrease
